Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
45,4h,Hybrid,04/04/2025 17:01:06,116.3,-4.0,14.6,3407,-472,3440,170.1,187.0,-25.1,22.5,37.3,87.4,85.0,1.32,-3.9,-1.0,-2.2,-0.5,26.8,11,5,2033.5
46,4h,Hybrid,04/04/2025 17:01:44,127.5,0.8,12.4,2698,-250,2710,200.6,220.7,-6.5,23.2,34.8,89.8,89.5,1.43,-2.6,1.6,1.3,0.7,22.4,2,2,2099.5
47,4h,Hybrid,04/04/2025 17:02:26,125.3,-4.7,10.6,2781,-400,2810,187.5,208.3,-30.3,18.2,30.6,89.2,87.2,1.4,-3.4,0.3,-1.9,0.5,18.0,12,3,2272.5
48,4h,Hybrid,04/04/2025 17:03:08,125.3,-1.6,11.4,4232,147,4235,183.5,199.1,-2.2,23.2,38.2,89.5,89.5,1.41,-2.2,1.9,1.6,0.7,20.3,14,-7,2116.9
49,7i,Iron,04/04/2025 17:04:36,107.4,-0.5,17.4,5389,339,5400,148.2,160.5,3.6,24.7,42.8,83.0,82.8,1.3,-3.3,1.3,0.1,1.2,26.7,4,-20,2253.0
50,7i,Iron,04/04/2025 17:05:03,109.6,-1.3,18.4,4653,-820,4725,155.6,168.7,-18.3,27.0,43.8,81.6,80.5,1.35,-2.9,1.7,-3.2,-0.1,26.7,2,-5,2402.1
51,7i,Iron,04/04/2025 17:05:34,100.7,1.9,18.3,5993,1078,6089,133.2,144.6,17.2,21.9,42.0,82.6,82.8,1.22,-5.4,0.0,4.3,2.2,27.9,18,-19,1671.2
52,7i,Iron,04/04/2025 17:05:52,100.7,1.9,18.3,5993,1078,6089,9.2,144.6,14.1,21.9,4.2,83.5,82.8,0.95,-4.5,2.5,3.7,1.8,27.2,40,-38,2617.2
53,7i,Iron,04/04/2025 17:06:25,109.6,-1.2,18.8,4680,-969,4779,154.6,167.6,-20.5,27.3,44.2,82.8,82.8,1.33,-2.9,2.7,-2.3,0.9,26.6,7,-4,2132.5
54,7i,Iron,04/04/2025 17:06:46,107.4,2.6,21.1,5537,494,5559,148.9,161.3,14.8,30.5,47.4,83.2,82.8,1.3,-3.5,1.2,4.1,0.9,28.9,14,-9,2064.0
55,7i,Iron,04/04/2025 17:07:12,107.4,0.5,20.0,5253,-110,5254,148.0,159.9,-0.2,28.0,45.5,81.9,80.5,1.31,-2.6,2.6,1.2,1.0,27.7,12,-15,2143.6
56,7i,Iron,04/04/2025 17:07:40,98.4,10.9,18.0,4922,2508,5524,126.7,131.4,48.7,18.6,38.5,82.0,80.5,1.2,-3.1,3.4,0.7,2.5,26.2,23,-11,2199.6
57,7i,Iron,04/04/2025 17:08:01,105.1,0.3,18.5,4982,-147,4984,145.7,157.9,-1.3,24.6,42.5,81.4,82.8,1.29,-3.9,0.5,-1.3,0.1,28.2,-4,-2,2550.1
58,8i,Iron,04/04/2025 17:08:37,102.9,-0.3,20.6,5226,-595,5260,140.4,152.2,-9.1,26.2,44.8,79.7,80.5,1.29,-3.2,2.3,-1.8,0.4,30.1,0,-3,2433.9
59,8i,Iron,04/04/2025 17:09:07,102.9,-2.1,20.5,4994,-1034,5100,140.1,152.4,-20.6,25.5,44.2,79.9,78.3,1.29,-3.0,2.4,-3.7,-0.4,29.6,12,-4,2249.5
60,8i,Iron,04/04/2025 17:09:33,107.4,-0.1,21.1,6048,-137,6050,147.4,158.7,-2.1,30.8,47.9,81.9,82.8,1.32,-4.5,0.8,0.0,0.9,29.2,4,-11,2394.3
1,GW,Wedge,04/20/2025 00:49:36,78.3,5.8,30.5,8840,1258,8929,90.7,96.8,331.4,22.4,49.4,75.4,76.1,1.03,-5.5,2.3,8.3,0.1,46.3,1,-5,2036.7
2,Dr,Driver,04/20/2025 00:49:59,80.5,3.6,30.1,8501,564,8520,95.7,102.3,9.5,23.9,49.6,77.8,76.1,1.04,-5.7,1.8,5.7,0.5,44.6,12,-5,1948.9
3,GW,Wedge,04/20/2025 00:50:30,78.3,21.8,15.4,5574,7901,9669,72.1,77.0,45.2,6.8,25.1,79.1,78.3,1.0,-7.8,1.6,9.3,1.5,45.7,16,-13,1981.7
4,GW,Wedge,04/20/2025 00:50:47,80.5,3.8,28.5,8723,747,8755,94.7,101.2,10.6,22.0,48.1,74.9,76.1,1.06,-6.9,1.8,5.5,0.3,43.2,-3,-9,1900.3
5,GW,Wedge,04/20/2025 00:51:23,76.1,3.4,24.9,9459,1413,9564,88.7,95.0,11.5,17.0,43.4,76.6,76.1,1.0,-8.8,3.1,7.1,0.7,41.0,17,-25,1887.5
6,GW,Wedge,04/20/2025 00:51:41,80.5,3.1,29.5,8927,1017,8985,94.0,100.2,10.5,22.8,49.1,76.5,76.1,1.04,-6.4,0.1,5.1,0.4,45.1,2,-5,1916.8
7,GW,Wedge,04/20/2025 00:52:02,80.5,2.0,29.4,8934,734,8964,95.5,101.8,7.2,23.3,49.3,76.0,76.1,1.06,-6.1,0.2,3.6,0.3,44.2,4,-9,1877.0
8,SW,Wedge,04/20/2025 00:52:36,71.6,1.7,28.5,9809,944,9854,81.6,87.0,5.9,17.7,46.1,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
9,SW,Wedge,04/20/2025 00:54:10,76.1,1.7,30.5,9600,435,9610,88.9,94.3,4.7,22.1,49.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
10,PW,Wedge,04/20/2025 00:55:04,94.0,1.1,26.1,7711,-215,7714,118.5,127.3,0.7,28.0,49.3,78.8,78.3,1.19,-6.2,1.7,0.4,1.1,37.3,1,-3,2060.4
11,PW,Wedge,04/20/2025 00:56:34,91.7,-1.1,24.3,8070,-281,8075,115.5,123.3,-4.5,24.8,47.3,79.0,80.5,1.16,-6.5,0.1,-2.4,1.9,36.9,0,-15,1819.7
12,PW,Wedge,04/20/2025 00:56:56,91.7,2.3,27.1,8345,262,8349,114.5,122.4,7.0,28.2,50.2,78.8,80.5,1.17,-5.7,1.2,0.9,1.2,39.3,-4,-9,2533.5
13,PW,Wedge,04/20/2025 00:57:21,89.5,-0.1,26.2,7516,-367,7525,113.9,122.1,-3.1,26.0,48.3,78.8,78.3,1.15,-5.7,-0.5,-3.5,1.3,37.8,-3,3,2224.0
14,PW,Wedge,04/20/2025 00:57:44,89.5,0.5,26.8,8446,250,8450,112.3,119.5,2.8,26.9,49.6,78.6,80.5,1.15,-5.3,0.0,-0.3,-0.2,39.8,-10,-9,1914.7
15,9i,Iron,04/20/2025 00:58:32,98.4,-0.6,5.6,3817,1321,4039,95.3,117.6,10.2,3.8,12.7,78.4,78.3,1.26,-5.9,0.2,1.2,2.7,33.0,14,-32,1695.1
16,9i,Iron,04/20/2025 00:58:51,100.7,-0.8,23.2,6581,-206,6584,134.0,144.6,-4.5,29.2,48.1,80.5,80.5,1.26,-5.7,-0.7,-2.9,1.0,31.7,2,-4,2410.0
17,9i,Iron,04/20/2025 00:59:12,87.2,15.0,17.8,5826,4618,7434,98.0,102.7,48.2,12.4,33.6,80.0,78.3,1.09,-5.1,0.8,-3.3,2.2,30.8,20,-12,2563.0
18,9i,Iron,04/20/2025 01:00:43,98.4,13.2,7.5,4375,8024,9139,71.3,88.8,42.5,3.2,12.6,81.4,80.5,1.21,-6.1,-0.5,-2.1,2.4,30.7,10,-9,2612.1
19,9i,Iron,04/20/2025 01:01:05,98.4,-0.7,8.5,5762,1522,5960,110.7,124.4,10.6,7.9,22.8,78.4,0.0,1.25,-9.3,-1.0,0.0,0.0,0.0,0,0,0.0
20,9i,Iron,04/20/2025 01:02:02,91.7,7.1,20.8,6372,2344,6789,116.8,127.0,35.0,19.9,41.9,80.3,78.3,1.15,-5.8,1.0,-2.0,1.5,29.6,18,-12,2234.9
21,9i,Iron,04/20/2025 01:02:13,2.2,-22.3,0.4,0,0,0,0.1,0.6,-0.2,0.0,26.7,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22,9i,Iron,04/20/2025 01:02:32,98.4,-2.3,21.5,6137,-764,6184,131.0,141.3,-14.1,25.2,45.2,78.6,78.3,1.26,-6.3,-0.6,-5.9,1.2,30.3,10,-3,2809.3
23,9i,Iron,04/20/2025 01:02:52,91.7,0.4,23.5,6565,240,6569,120.2,129.8,3.0,24.3,45.8,78.8,78.3,1.18,-6.0,-0.3,-1.9,0.7,33.8,-5,2,2606.3
24,9i,Iron,04/20/2025 01:03:10,100.7,-1.2,24.0,6626,-335,6634,132.3,142.5,-6.6,29.7,48.7,80.9,80.5,1.24,-5.2,-0.3,-2.6,1.1,30.5,7,-4,2185.5
25,9i,Iron,04/20/2025 01:03:42,94.0,0.5,21.8,7429,780,7470,121.2,130.2,7.6,23.4,45.1,80.4,80.5,1.17,-6.2,-0.3,1.6,2.4,34.5,10,-21,2244.9
26,9i,Iron,04/20/2025 01:04:09,89.5,-4.6,20.1,4277,-1170,4434,114.4,127.9,-23.1,17.0,37.2,77.3,76.1,1.15,-3.7,0.6,-6.4,1.7,30.9,1,8,1784.2
27,9i,Iron,04/20/2025 01:04:24,94.0,-0.9,21.0,7326,925,7384,118.7,127.9,5.3,21.6,43.6,79.6,78.3,1.17,-6.3,-1.5,-3.2,1.4,26.7,2,-18,2342.4
28,9i,Iron,04/20/2025 01:04:52,100.7,-1.0,23.5,6720,-258,6725,132.1,142.4,-5.3,29.0,48.2,80.3,80.5,1.25,-5.4,-1.4,-3.5,1.6,34.9,9,-6,2830.8
29,9i,Iron,04/20/2025 01:05:18,100.7,-2.1,23.4,6711,-339,6720,131.7,142.0,-8.9,28.6,48.0,81.3,80.5,1.23,-5.2,0.0,-3.2,2.2,32.5,4,-3,2160.9
30,8i,Iron,04/20/2025 01:05:48,105.1,1.7,20.4,5784,80,5785,143.5,155.5,5.9,27.5,45.7,80.5,80.5,1.3,-5.2,1.8,2.3,0.8,28.6,6,-16,1978.2
31,8i,Iron,04/20/2025 01:06:11,105.1,0.4,20.0,5754,351,5765,143.5,154.7,5.9,27.0,45.3,81.1,80.5,1.3,-5.6,0.1,0.8,0.7,28.4,13,-13,2218.0
32,8i,Iron,04/20/2025 01:06:33,105.1,2.3,21.5,6673,866,6729,139.9,150.4,16.2,29.1,47.6,82.2,82.8,1.27,-6.2,-0.9,3.6,1.3,30.4,8,-11,2086.9
33,8i,Iron,04/20/2025 01:06:56,105.1,0.5,21.4,5884,432,5900,141.2,152.7,6.9,28.3,46.6,81.7,80.5,1.27,-4.3,0.8,2.1,1.7,29.7,10,-17,1882.4
34,8i,Iron,04/20/2025 01:07:19,105.1,-1.8,19.8,5428,-274,5435,145.4,157.3,-8.9,26.9,44.8,82.1,80.5,1.29,-5.1,0.2,-1.3,1.9,27.6,13,-5,1974.6
35,7i,Iron,04/20/2025 01:08:28,105.1,-2.1,18.5,4949,-43,4949,147.5,160.2,-6.6,24.9,42.7,82.3,82.8,1.29,-3.9,-0.4,-2.4,0.3,26.7,-8,-1,2026.2
36,7i,Iron,04/20/2025 01:09:18,114.1,0.5,18.8,5598,117,5599,158.5,170.9,3.3,30.3,46.3,82.8,82.8,1.37,-4.1,0.2,-0.3,2.1,26.6,4,-11,2513.7
37,7i,Iron,04/20/2025 01:09:45,91.7,-1.4,15.7,3509,-196,3514,118.8,134.9,-6.0,13.3,30.6,81.0,80.5,1.14,-4.2,-0.6,-0.6,3.2,24.8,-2,10,1111.8
38,7i,Iron,04/20/2025 01:10:03,94.0,-0.9,16.4,3633,-222,3640,124.3,138.3,-5.4,15.1,32.5,78.8,78.3,1.19,-3.7,-1.7,-6.2,1.9,30.2,-8,5,1937.1
39,7i,Iron,04/20/2025 01:10:22,107.4,1.9,15.0,5513,716,5559,145.2,158.2,15.1,20.6,39.0,82.9,82.8,1.29,-5.9,1.4,3.0,1.0,25.2,7,-21,1994.8
40,7i,Iron,04/20/2025 01:11:16,109.6,0.9,17.0,5707,299,5715,150.2,162.0,7.0,25.0,42.9,84.9,87.2,1.29,-5.8,0.9,1.2,0.9,24.9,-16,-9,1655.6
41,7i,Iron,04/20/2025 01:11:32,114.1,-3.1,14.9,4726,-471,4749,161.0,175.1,-18.2,23.4,40.2,84.7,0.0,1.34,-5.0,-0.3,0.0,0.0,0.0,0,0,0.0
42,6i,Iron,04/20/2025 01:11:59,116.3,2.4,16.2,4690,196,4694,169.3,182.6,11.7,27.7,43.1,83.5,85.0,1.41,-4.9,1.6,2.2,2.0,20.7,-9,-10,2148.0
43,6i,Iron,04/20/2025 01:12:17,105.1,-0.6,13.8,3089,-16,3089,145.7,164.2,-2.1,15.7,30.7,83.2,82.8,1.26,-4.5,0.4,-0.3,-0.6,22.7,-7,3,1806.8
44,6i,Iron,04/20/2025 01:13:00,109.6,0.1,12.5,4637,594,4675,150.7,165.3,9.9,17.7,34.7,81.1,80.5,1.36,-5.0,-1.6,-3.7,1.3,20.3,4,-20,3502.1
45,6i,Iron,04/20/2025 01:13:21,114.1,1.2,16.9,4073,92,4074,168.8,183.2,5.8,27.2,42.2,82.0,80.5,1.4,-3.9,0.4,0.0,0.8,21.8,9,-7,2277.0
46,6i,Iron,04/20/2025 01:13:55,120.8,-1.5,15.7,4501,-165,4504,176.5,190.7,-8.7,28.7,43.3,84.2,85.0,1.43,-4.6,-1.1,-3.5,1.5,20.2,-2,-10,2563.7
47,6i,Iron,04/20/2025 01:14:22,114.1,-0.3,15.6,3398,-279,3409,171.1,187.9,-8.2,23.8,38.4,84.7,85.0,1.36,-3.2,2.1,-0.2,0.6,20.5,7,-1,2136.9
48,6i,Iron,04/20/2025 01:14:45,111.8,2.0,17.1,3949,449,3974,161.0,176.2,15.4,24.9,40.5,81.8,82.8,1.36,-4.1,0.7,2.5,0.2,23.1,-2,-3,2166.0
49,3w,FW,04/20/2025 01:15:42,136.5,3.1,11.8,2309,-507,2364,220.5,243.0,-10.2,23.5,33.0,96.6,98.4,1.42,-0.4,1.4,1.0,-1.8,20.9,-11,2,1985.0
50,3w,FW,04/20/2025 01:16:05,138.7,0.2,10.4,2539,-13,2539,219.9,241.6,0.4,22.2,32.3,95.1,94.0,1.45,-1.8,0.2,1.1,-1.6,19.9,3,0,2044.4
51,3w,FW,04/20/2025 01:16:36,138.7,-1.1,8.3,3309,190,3314,213.3,232.7,2.0,21.0,33.2,96.2,96.2,1.45,-1.7,0.6,1.1,-1.3,19.5,7,-7,1861.5
52,3w,FW,04/20/2025 01:18:07,138.7,3.1,11.4,2729,57,2730,225.3,245.8,15.9,26.1,36.0,96.9,96.2,1.44,-1.0,2.0,3.1,-0.7,20.4,-3,-1,2124.1
53,3w,FW,04/20/2025 01:18:42,138.7,-2.5,8.8,2862,-270,2875,215.4,236.4,-21.0,20.2,31.3,97.4,96.2,1.43,-1.2,1.2,-0.1,-1.1,17.6,10,-5,2421.3
54,3w,FW,04/20/2025 01:19:01,134.2,-2.5,10.6,2901,228,2910,208.5,228.7,-1.5,22.3,33.8,97.3,96.2,1.38,-0.4,2.6,2.1,-0.6,19.7,19,-5,2315.8
55,3w,FW,04/20/2025 01:19:22,138.7,-0.5,8.7,3021,147,3025,214.2,234.6,3.6,20.6,32.2,95.9,96.2,1.45,-2.2,1.2,1.9,-1.7,18.6,6,-4,2278.1
56,3w,FW,04/20/2025 01:19:45,138.7,1.2,10.2,3020,168,3025,219.8,239.3,11.9,24.4,35.4,96.6,96.2,1.45,-2.0,1.4,2.9,-0.7,19.9,5,-4,2001.3
57,3w,FW,04/20/2025 01:20:15,134.2,-1.6,11.9,2559,0,2559,215.4,236.8,-6.6,24.1,34.3,95.9,96.2,1.4,-0.6,1.6,1.7,-0.4,20.4,12,2,1718.3
58,3w,FW,04/20/2025 01:20:38,123.0,3.5,14.1,2218,504,2275,195.2,217.3,33.5,22.5,33.4,95.1,94.0,1.3,-2.7,0.2,2.3,-0.6,28.7,-7,8,1555.1
59,3w,FW,04/20/2025 01:21:20,138.7,-1.7,7.5,3384,-59,3385,210.3,229.1,-8.7,19.3,31.7,96.4,96.2,1.45,-2.3,-0.4,-0.2,-1.5,18.0,4,-6,2108.2
60,3w,FW,04/20/2025 01:22:09,140.9,2.4,11.3,2997,-130,3000,226.2,245.3,5.1,27.8,37.8,96.1,96.2,1.47,-0.7,0.7,2.2,-1.5,21.1,-2,-3,1551.6
61,3w,FW,04/20/2025 01:22:36,138.7,-2.3,7.8,3288,270,3299,206.9,226.2,-0.1,18.8,31.2,96.8,96.2,1.42,-2.8,-0.3,0.9,-1.6,19.0,12,-8,2458.0
62,3w,FW,04/20/2025 01:23:12,136.5,5.6,12.8,2868,423,2899,218.5,237.8,40.3,28.2,38.3,96.1,96.2,1.42,-2.1,1.1,5.4,-0.9,21.9,-1,1,1691.4
63,5i,Iron,04/20/2025 01:28:09,118.6,1.9,16.4,3998,784,4074,175.3,191.3,24.9,27.9,42.1,85.5,85.0,1.39,-2.9,0.1,3.4,2.4,21.4,9,-3,1688.9
64,5i,Iron,04/20/2025 01:28:31,109.6,-0.9,11.7,3710,607,3759,151.5,168.8,9.0,15.4,30.7,84.2,82.8,1.31,-4.6,0.0,0.4,2.5,17.8,18,-15,1984.3
65,5i,Iron,04/20/2025 01:29:08,116.3,1.9,12.5,4176,698,4234,164.1,180.0,20.3,19.8,35.8,85.8,85.0,1.35,-3.8,0.0,1.6,3.0,18.6,9,-16,2385.8
66,5i,Iron,04/20/2025 01:29:29,105.1,0.2,13.4,2512,255,2525,147.8,168.6,6.7,14.5,28.2,83.4,82.8,1.26,-3.7,-0.7,0.5,0.7,19.7,-2,7,2000.5
67,5i,Iron,04/20/2025 01:29:48,118.6,0.0,15.5,3488,-391,3510,179.0,195.7,-10.6,26.0,39.8,84.4,85.0,1.41,-2.4,0.8,-0.6,2.4,19.4,-7,-4,1977.0
68,5i,Iron,04/20/2025 01:30:11,114.1,1.8,13.7,3959,921,4065,161.8,177.7,24.5,20.4,36.1,86.6,85.0,1.32,-3.5,1.4,3.8,2.1,19.4,18,-13,1546.0
69,5i,Iron,04/20/2025 01:30:28,116.3,0.2,13.1,3939,490,3969,168.9,185.2,11.5,21.2,36.6,84.9,85.0,1.38,-3.3,-0.1,-2.7,3.4,19.0,3,-15,2507.0
70,5i,Iron,04/20/2025 01:30:48,109.6,-0.6,13.7,3120,-158,3124,158.7,177.0,-5.7,18.0,32.8,84.8,87.2,1.3,-3.6,0.3,-0.3,0.0,18.7,-16,2,1979.5
71,5i,Iron,04/20/2025 01:31:08,116.3,2.3,14.3,3830,477,3860,168.3,184.1,18.1,22.5,37.9,85.1,85.0,1.36,-4.6,0.1,4.8,0.5,18.4,-11,-2,1809.8
72,5i,Iron,04/20/2025 01:31:26,125.3,0.6,14.5,4018,309,4030,185.6,201.1,10.2,27.9,41.6,86.2,87.2,1.44,-3.2,0.3,1.0,1.5,18.8,-1,-8,1997.8
73,9i,Iron,04/20/2025 01:32:10,100.7,0.2,24.6,6803,142,6804,132.2,142.0,2.0,30.6,49.1,80.4,80.5,1.25,-5.2,-0.2,-1.1,1.0,32.1,4,-11,2172.0
74,9i,Iron,04/20/2025 01:32:33,100.7,1.2,23.8,6724,105,6725,131.1,141.3,4.1,29.0,48.3,80.6,80.5,1.23,-6.2,0.7,1.2,1.5,33.9,4,-5,2081.7
75,PW,Wedge,04/20/2025 01:33:59,91.7,0.0,27.2,7739,0,7739,115.6,123.9,0.0,28.2,49.6,79.2,80.5,1.16,-4.8,-0.3,-3.5,1.3,39.9,-10,-1,2522.8
76,PW,Wedge,04/20/2025 01:34:28,96.2,-2.9,24.4,7427,-636,7454,124.1,133.3,-12.6,27.7,48.5,78.1,78.3,1.23,-6.3,-1.0,-7.6,0.5,36.2,-3,-10,2547.1
77,PW,Wedge,04/20/2025 01:42:35,91.7,-0.9,26.4,7744,-94,7745,116.8,125.3,-2.9,27.8,49.4,80.6,80.5,1.15,-6.2,0.5,0.0,0.1,37.5,-5,-7,1939.8
78,7i,Iron,04/20/2025 01:43:25,109.6,1.8,19.4,5454,477,5475,150.7,162.6,12.5,28.2,45.4,82.0,82.8,1.33,-4.1,-0.2,0.6,0.3,27.8,-7,-4,2418.5
79,7i,Iron,04/20/2025 01:43:50,114.1,-0.1,17.9,5099,8,5099,159.8,173.3,0.2,28.2,44.5,83.1,82.8,1.36,-4.5,1.2,-0.2,1.3,24.9,1,-11,1850.4
80,7i,Iron,04/20/2025 01:44:14,107.4,1.2,19.3,5301,380,5315,149.1,160.9,9.1,27.2,44.7,82.8,82.8,1.3,-4.0,1.2,1.7,0.0,28.1,-1,-3,1719.4
81,7i,Iron,04/20/2025 01:44:38,114.1,2.0,18.8,5508,134,5510,158.9,171.6,8.2,30.2,46.2,83.6,85.0,1.36,-3.8,1.8,1.5,0.4,26.7,-4,-12,2266.1
82,7i,Iron,04/20/2025 01:45:00,114.1,1.4,19.9,5573,145,5575,158.1,170.1,6.5,31.9,47.1,84.3,85.0,1.34,-3.8,1.2,1.7,0.7,27.2,-2,-9,1664.7
83,4h,Hybrid,04/20/2025 01:46:02,132.0,-1.2,10.5,3629,196,3634,198.7,216.1,1.3,23.1,36.3,90.1,89.5,1.46,-3.1,0.3,1.0,2.4,18.7,7,-1,1801.9
84,4h,Hybrid,04/20/2025 01:46:31,127.5,1.3,12.2,4397,775,4465,187.5,202.5,23.1,25.6,40.1,90.4,89.5,1.42,-2.8,0.7,4.3,1.1,21.1,9,-7,1895.5
85,4h,Hybrid,04/20/2025 01:46:51,123.0,-2.9,6.9,4719,1003,4824,164.4,180.9,8.8,13.6,28.7,90.1,89.5,1.37,-2.7,0.1,1.7,1.5,20.1,12,-16,1906.6
86,4h,Hybrid,04/20/2025 01:47:10,132.0,2.1,13.0,3455,181,3460,203.9,219.7,14.0,28.0,39.8,90.6,91.7,1.45,-2.7,0.3,3.1,1.4,20.4,0,-1,1847.1
87,4h,Hybrid,04/20/2025 01:47:52,129.7,2.9,10.7,5205,1049,5310,181.8,195.6,31.2,23.8,39.7,90.8,91.7,1.42,-3.7,0.2,4.8,1.6,21.0,-5,-11,2004.4
88,4h,Hybrid,04/20/2025 01:48:12,123.0,-2.7,12.7,2597,-735,2699,185.8,207.5,-34.3,20.2,32.5,89.6,89.5,1.37,-3.4,-0.3,-2.6,0.2,20.1,-1,7,1982.9
89,4h,Hybrid,04/20/2025 01:48:36,118.6,-2.2,9.2,4319,1206,4484,161.7,178.2,15.6,15.3,30.8,89.7,87.2,1.33,-3.4,0.4,2.9,1.3,19.4,23,-8,1842.8
90,4h,Hybrid,04/20/2025 01:48:54,118.6,2.0,15.4,3002,534,3049,182.7,200.8,23.1,25.1,38.2,89.1,89.5,1.34,-3.1,0.1,3.0,0.6,25.0,0,6,1903.8
91,8i,Iron,04/20/2025 01:49:33,98.4,0.8,18.7,6080,984,6159,129.1,140.4,12.5,21.1,41.4,80.7,80.5,1.22,-5.2,0.2,3.3,1.3,29.8,12,-24,1729.6
92,8i,Iron,04/20/2025 01:49:51,105.1,0.4,21.2,6078,510,6099,141.2,152.3,7.4,28.4,46.7,80.3,80.5,1.3,-5.8,-1.0,0.9,0.8,29.8,6,-12,2157.6
93,8i,Iron,04/20/2025 01:50:12,100.7,1.1,19.7,6229,1120,6329,133.4,143.9,15.1,23.8,43.8,81.3,82.8,1.24,-4.8,0.5,3.7,1.6,30.5,10,-22,1946.5
94,8i,Iron,04/20/2025 01:50:29,91.7,0.4,19.6,4534,309,4545,121.6,134.9,4.6,18.6,38.6,80.0,80.5,1.15,-3.9,0.0,0.2,1.1,29.3,-8,6,2190.8
95,9i,Iron,04/20/2025 01:50:54,98.4,0.8,21.2,6823,119,6824,130.1,139.9,3.3,25.3,45.2,79.9,80.5,1.24,-6.7,1.6,0.6,0.6,30.3,6,-16,2234.3
96,9i,Iron,04/20/2025 01:51:14,100.7,1.4,25.2,7092,334,7100,132.8,142.2,7.2,32.3,50.5,81.3,82.8,1.25,-4.3,0.5,-0.1,0.8,34.7,-3,-12,2727.2
1,Putter,Putter,04/12/2025 18:50:42,40.3,2.0,33.0,6090,-340,6099,31.8,33.2,66.6,6.0,39.0,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2,Putter,Putter,04/12/2025 18:52:47,53.7,0.3,23.3,5549,710,5594,47.1,52.9,0.4,6.1,30.9,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3,Putter,Putter,04/12/2025 18:53:05,58.2,-0.1,32.2,7842,-520,7859,59.3,61.4,-1.7,12.8,43.9,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
4,Putter,Putter,04/12/2025 18:53:17,15.7,-0.3,25.4,2297,-306,2317,3.8,7.3,0.1,0.5,25.1,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
5,Putter,Putter,04/12/2025 18:53:34,20.1,0.8,28.8,3058,-316,3074,8.0,9.5,0.2,1.1,29.9,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
6,Putter,Putter,04/12/2025 18:53:53,60.4,2.1,32.4,8714,-15,8714,62.5,63.2,2.3,14.1,45.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
7,Putter,Putter,04/12/2025 18:55:44,60.4,1.3,30.8,9340,277,9344,61.8,61.6,2.0,13.0,43.7,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
8,Putter,Putter,04/12/2025 18:56:00,26.8,1.0,30.1,4101,-272,4110,13.8,15.3,0.2,2.1,31.6,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
9,Putter,Putter,04/12/2025 18:56:23,55.9,0.6,27.3,7074,37,7074,53.6,57.6,0.3,9.0,36.8,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
10,Putter,Putter,04/12/2025 18:56:47,29.1,9.8,27.6,3772,733,3843,15.9,18.9,4.0,2.2,29.7,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
11,Putter,Putter,04/12/2025 18:57:04,53.7,-0.1,31.0,8239,-86,8239,52.6,53.3,0.2,10.4,41.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
12,Putter,Putter,04/12/2025 18:57:22,33.6,1.0,33.3,2913,-1358,3214,21.6,26.2,0.5,3.8,36.6,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
13,Putter,Putter,04/12/2025 18:57:39,33.6,-1.6,28.7,4331,-386,4348,21.0,26.3,-1.9,3.1,31.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
14,Putter,Putter,04/12/2025 18:57:58,58.2,1.5,28.2,9474,1196,9549,59.2,59.4,3.8,11.1,40.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
